sentence_id,word,cyrillic,cyrillic_saidova,gloss,my_gloss,id,error
37,tumagi-la,тумаги-ла,тумаги-ла,gun-AND,тумаги<NOUN>><and>,72709,
37,X̄anžar-la,хханжар-ла,хханжар-ла,dagger-AND,хханжар<NOUN>><and>,73094,
37,qazaqi,хъазахъи,хъазахъи,captive,хъазахъи<NOUN>,73185,
37,č'ann-ata-bu,чIанн-ата-бу,чIанн-ата-бу,tie.up-PRS-PART,,,
37,č'ali-la,чIали-ла,чIали-ла,belt-AND,чIали<NOUN>><and>,73959,
37,ži=b=da,жи=б=да,жи=б=да,self=N=EMPH,жи<PRON>><n>><emph>,,
37,b=et-a:-L'u,б=ет-а̄-кьу,б=ет-а̄-кьу,N=leave-IMP.EPT-CIT,,,
38,ha=b,гьа=б,гьа=б,this=N,гьа<PRON>><n>,,
38,t'orda,тIорда,тIорда,UQI,тIорда<PRON>,,
38,dãj,даᵸй,даᵸй,thing,даᵸйи<NOUN>,69423,apoc
38,in-š̄-o-ła,ин-що-лъа,ин-що-лъа,self.OBL-OBL.M-ERG-EPT,жи<PRON>><obl><m><erg>><ept>,,part
38,dawla-łi,давла-лъи,давла-лъи,booty-DAT,давла<NOUN>><dat>,69407,
38,k̄.ank̄.ad-bu,ккванкквад-бу,ккванкквад-бу,kill.many.PST-PART,,,
38,gurži-d-a-č'u-ru,гуржи-д-а-чIу-ру,гуржи-д-а-чIу-ру,Georgian-PL-OBLPL-CONT-EL,гуржи<NOUN>><pl>><obl>><cont>><elat>,68406,morph
38,r=uXi-bu-ła,р=ухи-бу-лъа,р=ухи-бу-лъа,NPL=take.away.PST-PART-EPT,,,
38,ru=k'a-L'u,ру=кIа-кьу,ру=кIа-кьу,NPL=be.PST-CIT,,,
39,ʕalik'ya-di,гIаликI'а-ди,гIаликI'а-ди,Alikja-ERG,гIаликI'а<NOUN>><erg>,,abs
39,t'orda,тIорда,тIорда,UQI,тIорда<PRON>,,
39,dãj-la,даᵸй-ла,даᵸй-ла,thing-AND,даᵸйи<NOUN>><and>,69423,apoc
39,hila,гьила,гьила,above,,,
39,b=et-a,б=ет-а,б=ет-а,N=leave.PST-CONV,,,
39,musa,муса,муса,Musa,муса<NOUN>,,
39,šudo,шудо,шудо,in.the.grave-OBL-IN,,,
39,wu=k'-al-u-da,ву=кI-ал-у-да,ву=кI-ал-у-да,M=be.PST-CAUS-CONV-COP,,,
40,ʕalik'ya,гIаликI'а,гIаликI'а,Alikja,гIаликI'а<NOUN>,,abs
40,huL'a-s̄u,гьукьа-ссу,гьукьа-ссу,thus-ATTR,,,
40,dãj-la,даᵸй-ла,даᵸй-ла,thing-AND,даᵸйи<NOUN>><and>,69423,apoc
40,b=uk̄-u,б=укк-у,б=укк-у,N=happen.PST-CONV,,,
40,k'e-da,кIе-да,кIе-да,two-CARD,кIе<NUM>><card>,,
40,zibu-Li,зибу-лIи,зибу-лIи,day-INTER,зибу<NOUN>><inter>,69684,
40,w=aq'aš̄-u,в=акъащ-у,в=акъащ-у,M=hide.PST-CONV,,,
40,wu=k'-a-da,ву=кI-а-да,ву=кI-а-да,M=be.PST-CONV-COP,,,
40,guržija-rdu-ra,гуржийа-рду-ра,гуржийа-рду-ра,Georgian-OBL.HPL-AFF,гуржийал<NOUN>><obl><h><pl>><aff>,68406,
40,haʔ-ič'i-bu-łu,гьа-ичIи-бу-лъу,гьа-ичIи-бу-лъу,see-NEG-PART-LOC,,,
41,łabu-łi,лъабу-лъи,лъабу-лъи,three-ORD,лъабу<NUM>><ord>,,
41,zibu-Li,зибу-лIи,зибу-лIи,day-GEN,зибу<NOUN>><gen>,69684,
41,reładi,релъади,релъади,by.night,релъа<NOUN>><erg>,72154,
41,ʕalik'ya,гIаликI'а,гIаликI'а,Alikja,гIаликI'а<NOUN>,,abs
41,is̄ira,иссира,иссира,outward,,,
41,wu=L-u-da,ву=лI-у-да,ву=лI-у-да,M=become.PST-CONV-COP,,,
41,w=aq'aš̄i-bu-łu-ru,в=акъащи-бу-лъу-ру,в=акъащи-бу-лъу-ру,M=hide.PST-PART-LOC-EL,,,
42,ho=w,гьо=в,гьо=в,he=M,гьо<PRON>><m>,,
42,urR-an-da,ургъ-ан-да,ургъ-ан-да,think.PST-CONV-COP,,,
42,ha=w=a-ru,гьа=в=а-ру,гьа=в=а-ру,here=M=EL,,,
42,dawla-la,давла-ла,давла-ла,booty-AND,давла<NOUN>><and>,69407,
42,iwuč'-a,ивучI-а,ивучI-а,be.PRS.NEG-CONV,,,
42,wu=n-ič̄-aL'u,ву=н-ичч-акьу,ву=н-ичч-акьу,M=go-FUT.DEF.NEG-CIT,,,
43,ho=w,гьо=в,гьо=в,he=M,гьо<PRON>><m>,,
43,han-Li-riL'i,гьан-лIи-рикьи,гьан-лIи-рикьи,village-INTER-TRANS,гьани<NOUN>><inter>><translat>,68773,morph
43,wu=n-aL-a-wq'aLi,ву=н-алI-а-вкъалIи,ву=н-алI-а-вкъалIи,M=go-PRS-CONV-WHEN,,,
43,X̄.ani-č'u,ххвани-чIу,ххвани-чIу,horse-CONT,ххвани<NOUN>><cont>,73118,
43,hilya-la,гьил'а-ла,гьил'а-ла,above-AND,,,
43,hank'-u,гьанкI-у,гьанкI-у,sit.down.PST-CONV,,,
43,t'orda,тIорда,тIорда,UQI,тIорда<PRON>,,
43,hingur-abe,гьингур-а-бе,гьингур-а-бе,window-PL,гьингур<NOUN>><obl>><pl>,69017,morph
43,hinc̄-abe,гьинцц-а-бе,гьинцц-а-бе,door-PL,гьинццу<NOUN>><obl>><pl>,69038,
43,hiš̄-u,гьищ-у,гьищ-у,close.PST-CONV,,,
43,ru=k'-a-da,ру=кI-а-да,ру=кI-а-да,NPL=be.PST-CONV-COP,,,
43,adami,адами,адами,man,адами<NOUN>,66881,
43,is̄ira,иссира,иссира,outward,,,
43,ba=k'-uč'-a-da,ба=кI-учI-а-да,ба=кI-учI-а-да,HPL=be.PST-NEG-CONV-COP,,,
44,t'orda,тIорда,тIорда,UQI,тIорда<PRON>,,
44,iš-ald-a-qi,иш-алд-а-хъи,иш-алд-а-хъи,house-PL-OBLPL-AD,иш<NOUN>><pl>><obl>><ad>,70093,abs
44,b=aq'aš̄-u,б=акъащ-у,б=акъащ-у,HPL=hide.PST-CONV,,,
44,ba=k'.-a-da,ба=кIв-а-да,ба=кIв-а-да,HPL=be.PST-CONV-COP,,,
45,ce=b,це=б,це=б,one=N,це<NUM>><n>,,
45,musula-qi,мусула-хъи,мусула-хъи,place-AD,мусула<NOUN>><ad>,71557,abs
45,mak'i,макIи,макIи,child,макIи<NOUN>,71292,
45,bu=k'-a-da,бу=кI-а-да,бу=кI-а-да,N=be.PST-CONV-COP,,,
45,anł-at-a,анлъ-ат-а,анлъ-ат-а,hear-PRS-CONV,,,
45,qad-a,хъад-а,хъад-а,cry-AP.CONV,,,
46,ho-š̄-ti,гьо-щ-ти,гьо-щ-ти,he-OBL.M-ERG,гьо<PRON>><obl><m>><erg>,,
46,hingur-a-č'u,гьингур-а-чIу,гьингур-а-чIу,window-OBL-CONT,гьингур<NOUN>><obl>><cont>,69017,
46,hiL'i-la,гьикьи-ла,гьикьи-ла,under-AND,,,
46,wu=L-u,ву=лI-у,ву=лI-у,M=become.PST-CONV,,,
46,hant'uk'yarik̄-u-da,гьантIукI'арикк-у-да,гьантIукI'арикк-у-да,listen.PST-CONV-COP,,,
47,hũj,гьуᵸй,гьуᵸй,there,,,
47,iši-ruXu,иши-руху,иши-руху,in.the.room-TRANS,,,
47,ho-š̄u-ra,гьо-щу-ра,гьо-щу-ра,he-OBL.M-AFF,гьо<PRON>><obl><m>><aff>,,
47,anł-a-da,анлъ-а-да,анлъ-а-да,hear.PST-CONV-COP,,,
47,il-u-di,ил-у-ди,ил-у-ди,mother-OBL-ERG,ила<NOUN>><obl>><erg>,69813,
47,mak'i-qi,макIи-хъи,макIи-хъи,child-AD,макIи<NOUN>><ad>,71292,
47,hiL'-at-a,гьикь-ат-а,гьикь-ат-а,say-PRS-CONV,,,
48,qad-a-bu,хъад-а-бу,хъад-а-бу,cry-AP-PART,,,
48,w=uR-i,в=угъ-и,в=угъ-и,M=stop-IMP,,,
48,w=uR-ič'-a-łara,в=угъ-ичI-а-лъара,в=угъ-ичI-а-лъара,M=stop.PST-NEG-CONV-IF,,,
48,den,ден,ден,I.ERG,ден<PRON><erg>,,
48,min,мин,мин,you,мин<PRON>,,
48,lek'i-łi-wa,лекIи-лъи-ва,лекIи-лъи-ва,Avarian-DAT-EPT,лекIи<NOUN>><dat>><ept>,,"abs, ept"
48,ik-i-Li-bu-wa:-L'u,ик-и-лIи-бу-ва̄-кьу,ик-и-лIи-бу-ва̄-кьу,give-INF-FUT-PART-EPT-CIT,,,
49,mak'i,макIи,макIи,child,макIи<NOUN>,71292,
49,qad-a-bu,хъад-а-бу,хъад-а-бу,cry-AP-PART,,,
49,b=iR-ič'-a-da,б=игъ-ичI-а-да,б=игъ-ичI-а-да,N=stop.PST-NEG-CONV-COP,,,
50,b=iR-ič'-o-wq'aLi,б=игъ-ичI-о-вкъалIи,б=игъ-ичI-о-вкъалIи,N=stop.PST-NEG-CONV-WHEN,,,
50,il-u-di,ил-у-ди,ил-у-ди,mother-OBL-ERG,ила<NOUN>><obl>><erg>,69813,
50,hingur-la,гьингур-ла,гьингур-ла,window-AND,гьингур<NOUN>><and>,69017,
50,X.ab-u,хваб-у,хваб-у,open.PST-CONV,,,
50,hingur-a-qi,гьингур-а-хъи,гьингур-а-хъи,window-OBL-AD,гьингур<NOUN>><obl>><ad>,69017,
50,is̄ira-Xu,иссира-ху,иссира-ху,outward-ALL,,,
50,mak'i-la,макIи-ла,макIи-ла,child-AND,макIи<NOUN>><and>,71292,
50,b=uX̄-al-u,б=ухх-ал-у,б=ухх-ал-у,N=lean.out-CAUS.PST-CONV,,,
50,hiL'-u-da,гьикь-у-да,гьикь-у-да,say.PST-CONV-COP,,,
51,g.a,гва,гва,hey,,,
51,lek'i,лекIи,лекIи,Avarian,лекIи<NOUN>,,abs
51,caXa=w=a,цаха=в=а,цаха=в=а,away=M,,,
51,w=oč-a,в=оч-а,в=оч-а,M=take.away-IMP,,,
51,ha=w,гьа=в,гьа=в,this=M,гьа<PRON>><m>,,
51,mak'i,макIи,макIи,child,макIи<NOUN>,71292,
52,hiL'i,гьикьи,гьикьи,below,,,
52,wu=k'a-bu,ву=кIа-бу,ву=кIа-бу,M=be.PST-PART,,,
52,ʕalik'ya-di,гIаликI'а-ди,гIаликI'а-ди,Alikja-ERG,гIаликI'а<NOUN>><erg>,,abs
52,mak'i,макIи,макIи,child,макIи<NOUN>,71292,
52,il-u-č'u,ил-у-чIу,ил-у-чIу,mother-OBL-CONT,ила<NOUN>><obl>><cont>,69813,
52,k.adu-ru,кваду-ру,кваду-ру,in.arms-EL,,,
52,caXa=w=a,цаха=в=а,цаха=в=а,away-M,,,
52,qam-u-da,хъам-у-да,хъам-у-да,steal.PST-CONV-COP,,,
53,ʕalik'ya,гIаликI'а,гIаликI'а,Alikja,гIаликI'а<NOUN>,,abs
53,X̄.ani-č'u,ххвани-чIу,ххвани-чIу,horse-CONT,ххвани<NOUN>><cont>,73118,
53,hila-la,гьила-ла,гьила-ла,above-AND,,,
53,w=aXid-u,в=ахид-у,в=ахид-у,M=mount.PST-CONV,,,
53,b=ešt̄-a,б=ештт-а,б=ештт-а,N=let.go.PST-CONV,,,
53,X̄.ani-lałi,ххвани-лалъи,ххвани-лалъи,horse-COMIT,ххвани<NOUN>><comit>,73118,
53,caXa=w=a,цаха=в=а,цаха=в=а,away=M,,,
53,wu=n-a-da,ву=н-а-да,ву=н-а-да,M=go.PST-CONV-COP,,,
54,gurži-di,гуржи-ди,гуржи-ди,Georgian-PL,гуржи<NOUN>><pl>,68406,morph
54,il-u-Li,ил-у-лIи,ил-у-лIи,mother-OBL-GEN,ила<NOUN>><obl>><gen>,69813,
54,aHi-di,ахIи-ди,ахIи-ди,cry-ERG,ахIи<NOUN>><erg>,67039,
54,ʕalik'ya-č'u,гIаликI'а-чIу,гIаликI'а-чIу,Alikja-CONT,гIаликI'а<NOUN>><cont>,,abs
54,b=eXut'u,б=ехутIу,б=ехутIу,HPL=behind,,,
54,ba=L-u-da,ба=лI-у-да,ба=лI-у-да,HPL=become.PST-CONV-COP,,,
55,gurži-d-a-di,гуржи-д-а-ди,гуржи-д-а-ди,Georgian-PL-OBLPL-ERG,гуржи<NOUN>><pl>><obl>><erg>,68406,morph
55,ʕalik'ya,гIаликI'а,гIаликI'а,Alikja,гIаликI'а<NOUN>,,abs
55,raXaL'i,рахакьи,рахакьи,in.the.morning,,,
55,b=eXut'u,б=ехутIу,б=ехутIу,HPL=behind,,,
55,R.am-u,гъвам-у,гъвам-у,touch.PST-CONV,,,
55,w=oqut'u,в=охъутIу,в=охъутIу,M=around,,,
55,w=uk̄-u-da,в=укк-у-да,в=укк-у-да,M=hold.PST-CONV-COP,,,
56,ʕalik'ya-la,гIаликI'а-ла,гIаликI'а-ла,Alikja-AND,гIаликI'а<NOUN>><and>,,abs
56,haL'u-da,гьакьу-да,гьакьу-да,seven-CARD,гьакьу<NUM>><card>,,
56,guržija=w=la,гуржийа=в=ла,гуржийа=в=ла,Georgian=M=AND,гуржийав<NOUN>><m>><and>,68404,
56,req-u-da,рехъ-у-да,рехъ-у-да,fight.PST-CONV-COP,,,
56,X̄anžar-d-a-di,хханжар-д-а-ди,хханжар-д-а-ди,dagger-PL-OBLPL-ERG,хханжар<NOUN>><pl>><obl>><erg>,73094,
57,buʔu-da,буу-да,буу-да,four-CARD,буу<NUM>><card>,,
57,guržija=w,гуржийа=в,гуржийа=в,Georgian=M,гуржийав<NOUN>><m>,68404,
57,k̄.ann-u-da,ккванн-у-да,ккванн-у-да,kill.PST-CONV-COP,,,
57,ʕalik'ya-di,гIаликI'а-ди,гIаликI'а-ди,Alikja-ERG,гIаликI'а<NOUN>><erg>,,abs
58,ho=w=la,гьо=в=ла,гьо=в=ла,he=M=AND,гьо<PRON>><m>><and>,,
58,q'eraĩh-u-da,къераиᵸгь-у-да,къераиᵸгь-у-да,wound.PST-CONV-COP,,,
58,rek-i-Li,рек-и-лIи,рек-и-лIи,belly-OBL-INTER,рек'а<NOUN>><obl>><inter>,72143,
58,X̄anžar,хханжар,хханжар,dagger,хханжар<NOUN>,73094,
58,b=aʔ-a,б=а-а,б=а-а,N=come.PST-CONV,,,
59,ʕalik'ya,гIаликI'а,гIаликI'а,Alikja,гIаликI'а<NOUN>,,abs
59,wu=k'-a-da,ву=кI-а-да,ву=кI-а-да,M=be.PST-CONV-COP,,,
59,čara,чара,чара,fat,чара<ADJ>,73805,
59,q'uwata=w,къувата=в,къубата=в,strong=M,къубатав<ADJ>><m>,70664,orph
59,adami,адами,адами,man,адами<NOUN>,66881,
60,X̄anžar-u-di,хханжар-у-ди,хханжар-у-ди,dagger-OBL-ERG,хханжар<NOUN>><obl>><erg>,73094,
60,hila-s̄u,гьила-ссу,гьила-ссу,above-ATTR,гьилассу<ADJ>,1560,
60,čara-łir-la,чаралъир-ла,чаралъир-ла,fat-MASD-AND,чаралъир<NOUN>><and>,73811,
60,qab-al-u,хъаб-ал-у,хъаб-ал-у,tear-CAUS-CONV,,,
60,č̄ak̄.-e:-Xa,ччаккв-е̄-ха,ччаккв-е̄-ха,gut-OBLPL-APUD,ччакква<NOUN>><pl><obl>><apud>,73903,
60,b=ac'-inč'-a,б=ацI-инчI-а,б=ацI-инчI-а,N=reach.PST-NEG-CONV,,,
60,bu=k'-a-da,бу=кI-а-да,бу=кI-а-да,N=be.PST-CONV-COP,,,
61,ʕalik'ya-Li,гIаликI'а-лIи,гIаликI'а-лIи,Alikja-GEN,гIаликI'а<NOUN>><gen>,,abs
61,čara-łir,чаралъир,чаралъир,fat-MASD,чаралъир<NOUN>,73811,
61,bu=k'-a-da,бу=кI-а-да,бу=кI-а-да,N=be.PST-CONV-COP,,,
61,is̄ira,иссира,иссира,outward,,,
61,b=aʔ-a,б=а-а,б=а-а,N=come.PST-CONV,,,
61,req.a-wq'aLi,рехъва-вкъалIи,рехъва-вкъалIи,fight.PST-WHEN,,,
61,buRaR-a,бугъагъ-а,бугъагъ-а,dangle.PST-AP.CONV,,,
61,k.alk.al,квалквал,квалквал,hinder,квалквал<NOUN>,70189,
61,ĩh-at-a,иᵸгь-ат-а,иᵸгь-ат-а,do-PRS-CONV,,,
61,bu=k'-a-da,бу=кI-а-да,бу=кI-а-да,N=be.PST-CONV-COP,,,
62,ho-š̄-ti,гьо-щ-ти,гьо-щ-ти,he-OBL.M-ERG,гьо<PRON>><obl><m>><erg>,,
62,X̄anžar-u-di,хханжар-у-ди,хханжар-у-ди,dagger-OBL-ERG,хханжар<NOUN>><obl>><erg>,73094,
62,b=uq'-u,б=укъ-у,б=укъ-у,N=cut.PST-CONV,,,
62,b=aX-al-u,б=ах-ал-у,б=ах-ал-у,N=fall-CAUS.PST-CONV,,,
62,čara-łir,чаралъир,чаралъир,fat-MASD,чаралъир<NOUN>,73811,
62,in-š̄u=b=da,ин-щу=б=да,ин-щу=б=да,self.OBL-OBL.M=GEN.N=EMPH,жи<PRON>><obl><m>><gen>><emph>,,
62,am-u,ам-у,ам-у,eat.PST-CONV,,,
62,b=uk̄-an-da,б=укк-ан-да,б=укк-ан-да,N=swallow.PST-CONV-COP,,,
63,gurži,гуржи,гуржи,Georgian,гуржи<NOUN>,68406,abs
63,łib-u,лъиб-у,лъиб-у,frighten.PST-CONV,,,
63,tamaša,тамаша,тамаша,surprise,,,
63,ĩh-u,иᵸгь-у,иᵸгь-у,do.PST-CONV,,,
63,č̄ač̄ad-u-da,ччаччад-у-да,ччаччад-у-да,run.away.PST-CONV-COP,,,
64,ho-š̄-ti,гьо-щ-ти,гьо-щ-ти,he-OBL.M-ERG,гьо<PRON>><obl><m>><erg>,,
64,s̄imi,ссими,ссими,anger,ссими<NOUN>,72524,
64,b=aʔa-bu-š-t̄i,б=аа-бу-ш-тти,б=аа-бу-ш-тти,N=come.PST-PART-OBL.M-ERG,,,
64,ži=b=e-la,жи=бе-ла,жи=бе-ла,self=HPL=PL-AND,жи<PRON>><h><pl>><and>,,
64,am-i-Li-bu-wa,ам-и-лIи-бу-ва,ам-и-лIи-бу-ва,eat-INF-FUT-PART-EPT,,,
64,ida-L'u,ида-кьу,ида-кьу,be.PRS-CIT,,,
65,gurži-di,гуржи-ди,гуржи-ди,Georgian-PL,гуржи<NOUN>><pl>,68406,morph
65,caXa=b=a,цаха=б=а,цаха=б=а,away-HPL,,,
65,č̄ač̄adi--wq'aLi,ччаччади--вкъалIи,ччаччади--вкъалIи,run.away.PST-WHEN,,,
65,ʕalik'ya,гIаликI'а,гIаликI'а,Alikja,гIаликI'а<NOUN>,,abs
65,X̄.ani-č'u,ххвани-чIу,ххвани-чIу,horse-CONT,ххвани<NOUN>><cont>,73118,
65,hila-la,гьила-ла,гьила-ла,above-AND,,,
65,hank'-u,гьанкI-у,гьанкI-у,mount.PST-CONV,,,
65,mak'i-lałi,макIи-лалъи,макIи-лалъи,child-COMIT,макIи<NOUN>><comit>,71292,
65,Ridu,гъиду,гъиду,in.Godoberi,гъиду<NOUN>,68568,abs
65,išqa-wa-da,ишхъа-ва-да,ишхъа-ва-да,home-EPT-COP,,,
65,w=aʔ-a,в=а-а,в=а-а,M=go.PST-CONV,,,
